"Story","Title","Result","Date","Stability","Duration (s)"
"HU-001 Agregar productos al carrito de compras","Agregar productos en Demoblaze","ERROR","2022-02-24T13:27:49.912-05:00[America/Bogota]","0.0","22.03"
